movie,year,imdb,votes
The Secret Game,1917,6.4,70
The Unfortunate Marriage,1917,7.6,52
Alexander den Store,1917,5.5,24
"Rasputin, the Black Monk",1917,5.6,5
Klovnen,1917,6,31
Betsy Ross,1917,4.9,33
A Night of Horror,1917,6.3,7
Furcht,1917,6.5,103
The Weavers of Life,1917,8.8,5
Aladdin and the Wonderful Lamp,1917,5.6,66
The Whip,1917,6.1,24
Camille,1917,7.4,5
Man and Beast,1917,5,6
The Babes in the Woods,1917,6.8,10
La tragica fine di Caligula imperator,1917,7.2,5
Blue Jeans,1917,7.8,25
The Pinch Hitter,1917,4.7,6
The Man from Painted Post,1917,7.3,17
Le coupable,1917,6.5,22
The Spirit of '76,1917,5.9,11
Die Gespensterstunde,1917,6.3,6
Barberousse,1917,5.1,7
The Fires of Youth,1917,6.7,15
The Devil's Assistant,1917,7.3,7
An Even Break,1917,7.7,6
The Man Without a Country,1917,6.8,34
Triumph,1917,6,7
The Hidden Spring,1917,6,6
The Heart of Texas Ryan,1917,5.5,57
The Barrier,1917,6,6
She,1917,6.4,7
Il Fauno,1917,7,47
The Mystery of the Double Cross,1917,6.1,19
The Scarlet Pimpernel,1917,8.2,10
Maharadjahens yndlingshustru I,1917,5,5
Crime and Punishment,1917,3.8,5
The Railroad Raiders,1917,5.1,8
Korol Parizha,1917,6.3,42
Kidnapped,1917,6.9,24
The Cold Deck,1917,7.3,9
Pax æterna,1917,6.2,6
Arsene Lupin,1917,4.4,5
Shoulder Arms,1918,6.9,5015
Little Women,1918,6.8,20
Tarzan of the Apes,1918,5.9,596
Hearts of the World,1918,6.7,842
I Don't Want to Be a Man,1918,7.1,1079
The Outlaw and His Wife,1918,7.2,1330
A Trip to Mars,1918,6.8,506
Stella Maris,1918,7.3,1278
The Master Mystery,1918,6.4,97
The Blue Bird,1918,7,711
The Eyes of the Mummy,1918,5.6,499
The Dream Lady,1918,6.2,43
The Greatest Thing in Life,1918,7.1,54
The Romance of Tarzan,1918,6.2,23
Mickey,1918,7,1015
Cupid Angling,1918,8.1,25
Salome,1918,6,22
Queen of the Sea,1918,6.7,7
Thomas Graal's Best Child,1918,6.8,64
Hell Bent,1918,6.2,66
Broadway Love,1918,6.2,47
'Blue Blazes' Rawden,1918,6,58
Father Sergius,1918,7.1,400
Old Wives for New,1918,6.6,150
Carmen,1918,6.2,231
The Married Virgin,1918,6.5,600
The Great Love,1918,7.1,42
Chase Me Charlie,1918,6.4,88
Little Orphant Annie,1918,6.9,37
Le ballon rouge,1918,8.4,12
Tih Minh,1918,7.4,236
Carnevalesca,1918,7.1,27
The Squaw Man,1918,5.9,20
Die Börsenkönigin,1918,6.2,46
"The Kaiser, the Beast of Berlin",1918,6.1,18
The Whispering Chorus,1918,6.6,231
Knocknagow,1918,4.4,8
Der Teilhaber,1918,7,7
Amarilly of Clothes-Line Alley,1918,6.6,721
Riddle Gawne,1918,7.1,21
Branding Broadway,1918,6.3,18
The Birth of a Race,1918,6.2,21
The Forbidden City,1918,6.4,267
Society for Sale,1918,8.5,8
A Pair of Silk Stockings,1918,6.5,468
My Four Years in Germany,1918,5.8,29
The Craving,1918,4.8,40
All Night,1918,6.1,59
Over the Top,1918,8.5,6
The Pied Piper of Hamelin,1918,6.1,7
Eye for Eye,1918,6.2,6
The Life Story of David Lloyd George,1918,6.8,64
M'Liss,1918,6.6,96
The House of Hate,1918,7,8
Huck and Tom,1918,6.7,10
The Tenth Symphony,1918,6.2,106
Shifting Sands,1918,7.3,674
Till I Come Back to You,1918,5.2,5
The Burden of Proof,1918,8.9,21
The Phantom Riders,1918,4.5,25
Wild Women,1918,4.5,26
O Homem dos Olhos Tortos,1918,6.1,10
Sin dejar rastros,1918,6.2,6
Az élet királya,1918,7.5,6
Wolves of Kultur,1918,6.2,20
Station Content,1918,6.8,14
Fabiola,1918,5.6,25
Hands Up!,1918,5.3,18
The Scarlet Drop,1918,3.9,24
The Heart of Humanity,1918,5.8,47
The Yellow Ticket,1918,6.9,7
Ali Baba and the Forty Thieves,1918,2.5,6
The Colonel,1918,7.1,38
Mania. Die Geschichte einer Zigarettenarbeiterin,1918,6.3,30
99,1918,5.2,18
Mästerkatten i stövlar,1918,4.5,6
Bogatyr dukha,1918,6.4,16
Three Mounted Men,1918,4.2,25
The Great Adventure,1918,8,8
"Attila, the Scourge of God",1918,6.8,6
The Beloved Blackmailer,1918,8.7,9
Lili,1918,7.4,8
Uncle Tom's Cabin,1918,5,5
Treasure Island,1918,6.4,16
The Savage Woman,1918,1,6
Vendémiaire,1918,7.2,31
The Soul of Buddha,1918,7.6,5
The Gun Woman,1918,7.1,14
The Ballet Girl,1918,7,7
The Lady of the Dugout,1918,6.8,37
La moglie di Claudio,1918,5.9,10
The Landloper,1918,7,7
He Comes Up Smiling,1918,6.2,34
Denny from Ireland,1918,2.2,11
Sacrifice,1918,5.6,10
Cecilia of the Pink Roses,1918,9.1,37
The Ghost of Rosy Taylor,1918,7.3,27
Johanna Enlists,1918,6.5,585
A Woman's Fool,1918,4.2,26
On the Quiet,1918,9.3,12
Mr. Fix-It,1918,7,10
Riders of the Night,1918,7.8,5
The Star Prince,1918,5.6,14
The Hun Within,1918,6,6
Nelson,1918,7.5,6
The Make-Believe Wife,1918,7.5,6
Prunella,1918,7.4,9
The Admirable Crichton,1918,6.2,8
Das Tagebuch einer Verlorenen,1918,6.8,13
The Woman Suffers,1918,5.2,13
The Unbeliever,1918,6.1,91
You Can't Believe Everything,1918,8,5
Laughing Bill Hyde,1918,5.4,10
The House of Mirth,1918,7.3,9
The Tiger Man,1918,5,6
My Cousin,1918,6.5,20
Vive la France!,1918,5,6
Lulu,1918,5.1,17
"Rich Man, Poor Man",1918,8.2,6
The Passing of the Third Floor Back,1918,6.3,12
The Lure of the Circus,1918,5.7,13
The Rosentopf Case,1918,6.6,10
Broken Blossoms,1919,7.6,8324
Different from the Others,1919,7,959
True Heart Susie,1919,7.2,1434
J'accuse!,1919,7.4,1173
Male and Female,1919,7.8,1609
"Die Spinnen, 1. Teil - Der Goldene See",1919,6.6,916
The Doll,1919,7.3,1437
Auction of Souls,1919,6.5,908
Dalagang bukid,1919,7.5,8
Harakiri,1919,5.6,468
Madame DuBarry,1919,7,664
Daddy-Long-Legs,1919,7.4,1253
The Greatest Question,1919,6.6,631
The Oyster Princess,1919,7.2,1440
The Hoodlum,1919,6.9,882
The Lost Battalion,1919,7.1,57
The Miracle Man,1919,6.1,137
Blind Husbands,1919,7,1201
The President,1919,6.4,693
Anne of Green Gables,1919,7.1,51
Eerie Tales,1919,6.3,383
Don't Change Your Husband,1919,7.7,1059
Back to God's Country,1919,6.9,786
Emerald of Death,1919,7.4,31
Marked Men,1919,4.5,27
When the Clouds Roll by,1919,7.1,713
The Lightning Raider,1919,5.9,21
Nerves,1919,6.9,190
The Mother and the Law,1919,7.1,138
The Grim Game,1919,6.9,232
Sir Arne's Treasure,1919,7.2,1036
Deliverance,1919,7.1,39
The Delicious Little Devil,1919,6.7,781
Heart o' the Hills,1919,6.6,493
The Homesteader,1919,8.3,15
Roped,1919,4.1,25
The Flame of Life,1919,6.7,86
Yankee Doodle in Berlin,1919,6.5,712
Wagon Tracks,1919,6.8,93
"Captain Kidd, Jr.",1919,8.8,5
Der Herr der Liebe,1919,6.1,24
Behind the Door,1919,7.2,122
The Dance of Death,1919,7.2,6
The Twin Pawns,1919,8.2,26
A Virtuous Vamp,1919,6.6,12
The Downy Girl,1919,6.1,9
Johnny Get Your Gun,1919,8.9,15
Die Pest in Florenz,1919,6.5,88
The Wicked Darling,1919,6.5,291
Victory,1919,6.5,293
Halbblut,1919,7.2,43
The Fall of Babylon,1919,6.8,75
The Red Lantern,1919,7.2,29
The First Men in the Moon,1919,7.1,29
Casanova,1919,8.1,12
A Gun Fightin' Gentleman,1919,4.4,34
Getting Mary Married,1919,7.5,101
A Romance of Happy Valley,1919,6.7,301
Allan Quatermain,1919,5.3,17
The Dragon Painter,1919,6.2,402
Eyes of Youth,1919,6.6,623
The Outcasts of Poker Flat,1919,4.1,28
Rose-France,1919,7.1,28
L'atleta fantasma,1919,5.1,9
"For Better, for Worse",1919,7.5,683
Ace of the Saddle,1919,5.2,33
The Cigarette,1919,7,36
Kathleen Mavourneen,1919,5.7,9
The Grey Automobile,1919,7.2,124
King Solomon's Mines,1919,6.4,12
The Trail of the Octopus,1919,6.9,18
The Darkest Hour,1919,6.2,5
Scarlet Days,1919,6.6,403
Barrabas,1919,7,59
The Sentimental Bloke,1919,5.8,211
The Busher,1919,6.5,615
Bolshevism on Trial,1919,5.6,23
Jinx,1919,5.5,15
Intoxication,1919,7.2,6
The Beetle,1919,6.6,5
The Secret Garden,1919,5.8,11
Riders of Vengeance,1919,4.1,25
"His Majesty, the American",1919,6.3,40
Paid in Full,1919,9.3,14
The Dark Star,1919,8,28
Out Yonder,1919,6.1,12
The Cinema Murder,1919,8.7,27
Ingmarssönerna,1919,7.4,71
The Oakdale Affair,1919,5.8,8
Der Mädchenhirt,1919,7.5,6
The Glorious Lady,1919,8,8
Luck and Pluck,1919,6.4,9
The Witness for the Defense,1919,8.3,15
The Tiger's Trail,1919,3.2,10
The False Faces,1919,6.1,52
The Black Secret,1919,6,9
The Tong Man,1919,6.5,51
"Jack, Sam and Pete",1919,6.1,10
Love's Prisoner,1919,6.6,50
Kaliya Mardan,1919,5.8,69
The Roaring Road,1919,6.6,579
The Great Romance,1919,1,7
The Money Corral,1919,5.6,14
The Girl Who Stayed at Home,1919,6.6,68
Meyer from Berlin,1919,6.2,141
Something to Do,1919,7,6
The Lurking Peril,1919,2.9,11
The Haunted Bedroom,1919,6.9,12
Girl from Nowhere,1919,5.4,9
The Man Hunter,1919,6.6,10
The Masked Rider,1919,6.6,8
Towards the Light,1919,6.2,78
Virtuous Sinners,1919,6.9,7
The Right to Happiness,1919,5.2,5
The Other Half,1919,6.3,12
Partners Three,1919,5.6,7
Alraune,1919,5.5,29
The A.B.C. of Love,1919,6.5,11
Eyes Without a Face,1919,7.6,5
Lightning Bryce,1919,5.8,34
Die Ahnfrau,1919,6.3,22
The Great Air Robbery,1919,3.2,16
Fairy of Solbakken,1919,6.6,37
The Belle of New York,1919,8.4,34
The Heart of Wetona,1919,5.7,11
Bull Arizona,1919,5.2,6
The New Moon,1919,6.8,5
In Wrong,1919,6.8,8
When Bearcat Went Dry,1919,6,11
Peer Gynt,1919,8.8,6
The Carter Case,1919,6.1,8
The Test of Honor,1919,9,15
Man of Gold,1919,6,109
Soldiers of Fortune,1919,6.1,10
Rider of the Law,1919,4.7,27
The Woman Under Oath,1919,6.1,12
The Janitor,1919,4.2,12
A Debtor to the Law,1919,7,6
A White Man's Chance,1919,6,7
A Rosa do Adro,1919,6.9,7
The Cabinet of Dr. Caligari,1920,8.1,48245
The Mark of Zorro,1920,7.2,1914
Sex,1920,6.4,241
Dr. Jekyll and Mr. Hyde,1920,7,4214
The Golem,1920,7.2,5588
The Flapper,1920,6.7,254
Within Our Gates,1920,6.4,1856
The Last of the Mohicans,1920,6.9,994
The Parson's Widow,1920,7.4,902
The Penalty,1920,7.5,1783
Way Down East,1920,7.8,4492
Erotikon,1920,6.7,632
A Lover in Pawn,1920,7.3,56
Sumurun,1920,6.3,551
Go and Get It,1920,5,11
Pollyanna,1920,6.8,295
Secret of the Monastery,1920,7.1,284
From Morn to Midnight,1920,7,346
Der Januskopf,1920,7.4,80
Humoresque,1920,6.6,103
The Saphead,1920,6.2,1271
Leaves From Satan's Book,1920,6.8,984
Anna Boleyn,1920,6.8,499
Genuine: The Tragedy of a Vampire,1920,6.1,747
Outside the Law,1920,6.7,412
Why Change Your Wife?,1920,7.8,1267
Something New,1920,6.3,190
The Revenge of Tarzan,1920,5,30
The Son of Tarzan,1920,5.7,66
"Lederstrumpf, 1. Teil: Der Wildtöter und Chingachgook",1920,5.3,64
Power,1920,6.7,107
The Wandering Image,1920,6.2,305
A Woman in Grey,1920,6.6,34
"Die Spinnen, 2. Teil - Das Brillantenschiff",1920,6.5,672
The Life of the Party,1920,6.2,74
The Daughter of Dawn,1920,5.7,322
The Mollycoddle,1920,6.5,96
Treasure Island,1920,6.7,23
Suds,1920,6.5,188
"Lederstrumpf, 2. Teil: Der Letzte der Mohikaner",1920,7.2,32
Satanas,1920,7.4,45
The Restless Sex,1920,8.8,63
The Man from Snowy River,1920,3.6,12
Just Pals,1920,6.6,290
The Virgin of Stamboul,1920,6.1,24
Billions,1920,6.5,6
Something to Think About,1920,8,549
Der Richter von Zalamea,1920,4.2,6
Kohlhiesel's Daughters,1920,6.8,232
Alf's Button,1920,7.4,8
Terror Island,1920,5.6,137
Dinty,1920,7.3,38
Der Bucklige und die Tänzerin,1920,6.5,42
Gyurkovicsarna,1920,5.4,15
Nomads of the North,1920,5.9,167
The Love Flower,1920,6.6,77
Huckleberry Finn,1920,6.5,66
Down on the Farm,1920,6.3,81
The Wonderful Chance,1920,6.1,24
The Round-Up,1920,5.7,115
Over the Hill to the Poorhouse,1920,4.8,5
Gricka vjestica,1920,7.7,11
Sand,1920,7.3,32
Daredevil Jack,1920,6.5,14
Opium,1920,6.3,61
Romeo and Juliet in the Snow,1920,6.7,131
Wuthering Heights,1920,7.3,15
An Adventuress,1920,5,16
The Soul of Youth,1920,7.3,75
The Tyranny of Hate,1920,5.7,7
The Great London Mystery,1920,5,5
The Copperhead,1920,7.1,8
The Cradle of Courage,1920,5.7,32
Stronger Than Death,1920,7.1,8
L'homme du large,1920,7.1,158
Remodeling Her Husband,1920,7.5,40
A Narrow Escape,1920,6.8,47
The Toll Gate,1920,6.5,166
Die Teufelsanbeter,1920,6.7,16
Abend - Nacht - Morgen,1920,7.2,25
The Symbol of the Unconquered,1920,5.7,236
The Leopard Woman,1920,6.3,21
Gipsy Anne,1920,6.4,106
Balika Badhu,1920,7.2,8
Jes' Call Me Jim,1920,7.6,7
Bleak House,1920,6.8,8
The Idol Dancer,1920,5.8,66
Caravan of Death,1920,8.2,5
Godless Men,1920,5.4,8
The Call of the Road,1920,6.8,12
The Woman in the Suitcase,1920,6.3,9
What Women Want,1920,7.6,8
Auf den Trümmern des Paradieses,1920,6.7,9
Conrad in Quest of His Youth,1920,7.5,16
Der Fluch der Menschheit,1920,5.6,36
Spanish Fiesta,1920,7.6,15
The Love Expert,1920,7.1,123
Hobson's Choice,1920,6.6,8
Hitchin' Posts,1920,4.5,24
The Invisible Ray,1920,5.3,13
The Lure of Crooning Water,1920,9,32
The Adventurer,1920,1,7
Karin Ingmarsdotter,1920,7,79
The Deadlier Sex,1920,6.9,8
The Vanishing Dagger,1920,5,7
The Girl in Number 29,1920,3,20
Fantomas,1920,7.1,14
Vampire,1920,8,13
Helen of Four Gates,1920,7.9,46
April Folly,1920,8.6,48
The Amazing Quest of Mr. Ernest Bliss,1920,8.4,5
Headin' Home,1920,5.3,229
Robbery Under Arms,1920,5.2,28
Mat,1920,4.6,5
Excuse My Dust,1920,5.9,24
Narayana,1920,6.7,6
Sklaven fremden Willens,1920,7.7,7
The Wonder Man,1920,6.9,10
Die Würghand,1920,7.4,16
Down Home,1920,7.6,9
What Happened to Rosa,1920,7,67
Madame Peacock,1920,7.4,7
Der Ochsenkrieg,1920,7.6,18
The Dark Mirror,1920,5.8,9
The Prince of Avenue A,1920,3,22
Little Fox,1920,6.7,16
The Confession,1920,5.6,5
Die Geheimnisse des Zirkus Barré,1920,5.2,8
Elmo the Fearless,1920,2.2,10
Good References,1920,6.1,9
Mid-Channel,1920,5.9,19
Hidden Dangers,1920,5.7,7
The Jungle Princess,1920,3.9,21
"Die Herrin der Welt 5. Teil - Ophir, die Stadt der Vergangenheit",1920,6.7,11
The Twins of Suffering Creek,1920,7.4,9
Sons of the soil,1920,7.4,5
Isobel or The Trail's End,1920,5,8
The Adventures of Bob and Bill,1920,5.3,10
Olli's Apprenticeship,1920,6.2,54
Cynthia of the Minute,1920,6,7
The Tiger's Coat,1920,5.4,28
Under Crimson Skies,1920,4.5,10
The White Dove,1920,5.6,7
The Jack-Knife Man,1920,6.9,86
The Flaming Disc,1920,7.8,8
The Kid,1921,8.3,92415
The Phantom Carriage,1921,8.1,8522
Orphans of the Storm,1921,7.8,4291
The Three Lights,1921,7.7,4384
The Sheik,1921,7.1,2841
The Haunted Castle,1921,6.3,1173
The Wildcat,1921,7.1,911
The Queen of Sheba,1921,7,34
The Three Musketeers,1921,7,720
The Four Horsemen of the Apocalypse,1921,7.8,2857
Rip Van Winkle,1921,6,26
Little Lord Fauntleroy,1921,7,249
Camille,1921,6.6,812
The Affairs of Anatol,1921,7.8,1172
The Love Light,1921,6.7,314
Hamlet,1921,7.1,336
En lyckoriddare,1921,7.6,25
Dracula's Death,1921,7.5,57
Vier um die Frau,1921,6.4,275
A Sailor-Made Man,1921,7,879
Adventures of Tarzan,1921,6.3,90
Tol'able David,1921,7.8,1647
The Silent Call,1921,2.1,9
Der Gang in die Nacht,1921,6.6,244
The Conquering Power,1921,6.9,367
Missing Husbands,1921,6.9,282
Be My Wife,1921,7.1,311
Seven Years Bad Luck,1921,7.3,869
Forbidden Fruit,1921,7.1,82
The Ace of Hearts,1921,6.9,964
The Blot,1921,6.9,410
Eldorado,1921,7.3,306
"Mysteries of India, Part I: Truth",1921,6.7,217
Desperate Trails,1921,4.2,26
A Perfect Crime,1921,6.4,25
Enchantment,1921,7.1,177
A Daughter of the Law,1921,5.2,12
Scherben,1921,6.5,189
Brewster's Millions,1921,7,26
What Do Men Want?,1921,8.2,6
Johan,1921,7,179
Souls on the Road,1921,6.7,107
The Great Moment,1921,8.4,7
A Connecticut Yankee in King Arthur's Court,1921,6.6,27
The Mechanical Man,1921,6.1,185
Fool's Paradise,1921,7.2,15
The Nut,1921,6.6,187
The Pilgrimage to Kevlaar,1921,6.4,5
My Boy,1921,6.1,224
Mad Love,1921,6.9,107
Through the Back Door,1921,6.9,144
Värmlänningarna,1921,7.5,11
Desire,1921,7.6,38
Jane Eyre,1921,6.6,7
A Small Town Idol,1921,6.1,34
Too Wise Wives,1921,6.1,117
"Mysteries of India, Part II: Above All Law",1921,6.8,264
The Big Punch,1921,4.6,32
Buried Treasure,1921,7.9,77
Jesse James as the Outlaw,1921,6.8,39
La terre,1921,6.7,128
Lady Hamilton,1921,6,15
Miss Lulu Bett,1921,7.1,265
Molly O',1921,6.6,37
Labyrinth of Horror,1921,5.4,45
The Four Feathers,1921,3.7,15
La nave,1921,4.9,11
Action,1921,5.1,30
The Little Minister,1921,8.4,28
Dream Street,1921,6.1,111
Black Beauty,1921,6.1,7
The Star of Bethlehem,1921,5.2,31
The Avenging Arrow,1921,4.7,10
Three Word Brand,1921,6.7,19
Jesse James Under the Black Flag,1921,6.9,41
Idle Hands,1921,6.8,12
The Torrent,1921,1,7
The Devil,1921,6.3,35
The Whistle,1921,6.7,34
The Hound of the Baskervilles,1921,3.5,22
Markens grøde,1921,6.6,168
Die Büchse der Pandora,1921,8.7,7
Gasoline Gus,1921,6.9,8
Peck's Bad Boy,1921,6.6,52
Lotus Blossom,1921,5.3,31
Jackie,1921,5.2,28
Ladies Must Live,1921,7.9,17
Don't Tell Everything,1921,6.2,10
Crazy to Marry,1921,6.8,6
The Man Tamer,1921,6.8,14
The Dollar-a-Year Man,1921,6.5,8
The Hope Diamond Mystery,1921,6.3,24
One a Minute,1921,6,7
Without Benefit of Clergy,1921,5.2,5
Hintertreppe,1921,6.8,180
The Sky Pilot,1921,7.1,78
Sure Fire,1921,4.4,27
Love Never Dies,1921,6.8,80
The Love Special,1921,6.9,10
The Lotus Eater,1921,9,25
Tansy,1921,8.8,26
Burn 'Em Up Barnes,1921,6.7,31
Danton,1921,6.7,28
The Lost Shadow,1921,6,7
Theodora,1921,8.8,10
Woman's Place,1921,5.4,8
White Oak,1921,6,31
His Nibs,1921,7,13
Disraeli,1921,7.2,13
No Woman Knows,1921,5.7,6
Passion Flower,1921,8.2,6
The Wolverine,1921,7.4,17
Love of Perdition,1921,5.9,7
Mama's Affair,1921,5.7,13
Jánosík,1921,6.6,61
Appearances,1921,7,25
Circus Jim,1921,6.2,5
The Sea Lion,1921,6.6,79
Arme Violetta,1921,8.3,7
The Island of the Lost,1921,5,20
A Tale of Two Worlds,1921,6.2,25
Frailty,1921,7.7,9
Doubling for Romeo,1921,7.5,13
The Iron Trail,1921,5.8,9
Príchozí z temnot,1921,6.2,52
Dangerous Lies,1921,7.1,24
Beau Revel,1921,5.5,14
The Child Thou Gavest Me,1921,7.2,5
The Princess of New York,1921,6.7,20
Cud nad Wisla,1921,5.3,57
The Barbarian,1921,5,8
"King, Queen and Joker",1921,6.2,8
The Tales of a Thousand and One Nights,1921,5.8,6
The Wallop,1921,4.4,26
Uncharted Seas,1921,8.5,6
Voices of the City,1921,7.3,7
Il corsaro nero,1921,2.7,9
Annabelle Lee,1921,5.5,18
The Sign on the Door,1921,4.5,11
Beach of Dreams,1921,6.9,9
The Two Girls,1921,6.9,8
All Dolled Up,1921,6.2,23
"Christian Wahnschaffe, 2. Teil - Die Flucht aus dem goldenen Kerker",1921,7.9,8
The Mystery Road,1921,6.7,21
The Freeze-Out,1921,4.1,26
O'Malley of the Mounted,1921,5.1,11
The Old Swimmin' Hole,1921,5.8,14
Tangled Trails,1921,4.9,17
Parisette,1921,5.7,12
A Message from Mars,1921,4.6,10
Mathias Sandorf,1921,6.5,13
Daniel Deronda,1921,5,6
Nosferatu,1922,8,78889
Robin Hood,1922,7.5,1813
Dr. Mabuse the Gambler,1922,7.9,6319
Salomé,1922,6.6,693
Foolish Wives,1922,7.2,2580
Blood and Sand,1922,7.2,1141
Sherlock Holmes,1922,5.9,507
When Knighthood Was in Flower,1922,8,873
Oliver Twist,1922,6.8,656
Phantom,1922,7,1344
Red Hot Romance,1922,5.3,14
Grandma's Boy,1922,7.1,1483
Beyond the Rocks,1922,7.6,2154
A Blind Bargain,1922,6.4,22
The Toll of the Sea,1922,6.7,581
The Prisoner of Zenda,1922,6.8,404
The Headless Horseman,1922,5,193
Dr. Jack,1922,7.1,1086
The Loves of Pharaoh,1922,6.6,405
A Scarlet Angel,1922,7.4,21
A Doll's House,1922,6.2,9
Der brennende Acker,1922,7.3,482
One Exciting Night,1922,6.9,65
The Adventures of Robinson Crusoe,1922,7,13
The Beautiful and Damned,1922,7,10
Shadows,1922,6.4,331
Lorna Doone,1922,6.9,242
Die Gezeichneten,1922,6.7,310
Peg o' My Heart,1922,6.9,78
'A Santanotte,1922,5.6,28
Smilin' Through,1922,7.4,54
The Three Must-Get-Theres,1922,7,443
The Crimson Skull,1922,6.5,11
Monte Cristo,1922,7.5,282
The Power of Love,1922,7,46
Saturday Night,1922,7.4,63
Down to the Sea in Ships,1922,6.2,306
The Seventh Day,1922,7.9,82
Vem dömer,1922,7,69
Coster Bill of Paris,1922,7.2,290
Der var engang,1922,6.5,307
Tess of the Storm Country,1922,7.2,387
Beyond the Rainbow,1922,6.7,7
Trifling Women,1922,6.7,9
Sodom und Gomorrha,1922,6.1,152
Nice People,1922,5.4,9
The Timber Queen,1922,5.7,12
Under Two Flags,1922,6.7,18
Broken Chains,1922,5.1,9
Der Sinn des Lebens,1922,6.3,9
Luffar-Petter,1922,5.6,40
A Fool There Was,1922,6.7,7
Back Pay,1922,7.3,18
The Pride of Palomar,1922,6.8,11
The Young Rajah,1922,6.9,343
Her Husband's Trademark,1922,6.5,6
La María,1922,6.8,6
Manslaughter,1922,7.3,359
The Ghost Breaker,1922,7.1,8
The Village Blacksmith,1922,4.9,60
Moran of the Lady Letty,1922,6.6,286
The Evil Dead,1922,4.3,18
The Young Diana,1922,8,38
Beauty's Worth,1922,8,622
The Primitive Lover,1922,7.2,74
"Marizza, genannt die Schmuggler-Madonna",1922,6.7,45
Bulldog Drummond,1922,7.6,18
Lucrezia Borgia,1922,6.7,54
The Trap,1922,6.3,101
Little Miss Smiles,1922,3.7,22
Flesh and Blood,1922,6.5,130
The Man from Beyond,1922,5.6,180
Timothy's Quest,1922,7.8,55
Cocaine,1922,7.4,15
The Woman from Nowhere,1922,6.7,94
The Glorious Adventure,1922,7.3,24
Samson und Delila,1922,5.2,16
Os Faroleiros,1922,6.3,35
Anderssonskans Kalle,1922,5.6,10
Don Juan Tenorio,1922,6.4,14
Silver Wings,1922,4.1,23
Nathan der Weise,1922,7.1,97
Silas Marner,1922,3.8,5
Heart's Haven,1922,5.2,8
Flames of Passion,1922,6.4,7
Anna-Liisa,1922,6.5,56
Trapped by the Mormons,1922,6.8,126
The Bohemian Girl,1922,6.7,32
East Is West,1922,7.2,8
Polikushka,1922,7.1,46
Nan of the North,1922,5.9,9
The Dictator,1922,1.6,8
Pan,1922,6.7,31
The Third Alarm,1922,7.5,12
Rob Roy,1922,7.4,33
Radio-Mania,1922,5.8,11
Sky High,1922,5.8,127
Omar the Tentmaker,1922,7.6,7
